source_institution,parent_title,publication_date,year,month,url,document_type,category,region,relevance_score,keywords_detected,date_donnée,ville_commune,domaine,thème,intitulé_de_l'indicateur,source,donnée_indicateur,,mission_1,production_du_rapport_de_mise_en_œuvre,n°,bet,adresses,telephones,projet,taux_d’exécution,montant_ttc_+__moe,commentaires,date,city_town,domain,theme,indicator_title,data,villes,projets,cible_indicateurs,villes_projets,livrables,adamawa,"real_estate_agents:_
________________________________________total:_66___
________________________________________valid:_24___
________________________________________expired:_42","test
test",1-,"landlord_miju_sarl

professional_card:
expired

manager:
m._mbah_shupong_michael","aurora_building_materials_company_ltd_“abm”

activity_status:
________________________________
in_activity

manager:
m._tawah_che_crecy",descriptions_et_objectifs_principaux,budget_etendue,avancées_récentes,col_1,col_2,col_3,col_4,col_5,col_6,col_7,construction(*),maintenance,total,site___ville,localisation,superficie,situation,commune_bénéficiaire,métier_urbain,nombre_de_jeune_formé,année,"first_group_holding_company

professional_card:
expired

manager:
m._dima_gabriel","anucam_educational_boobs_plc

activity_status:
________________________________
in_activity

manager:
m.folefac_vincent_anu",structures,localisations,portes,délégations,types_de_logements,t4,t5,ville,type_de_logement,surface_utile_du_logement,coût_de_vente_de_logements_(en_m²),coût_total_de_vente_d’un_logement,"africa_kom’s_&_industry_co.ltd

professional_card:
expired

manager:
m._kommegne_félicien","achaff_sa

activity_status:
________________________________
in_activity

manager:
mme_ndecham_chefon_née_happi_gisèle_flore","abomo_essomba

professional_card:
expired

manager:
m._abomo_essomba","adibime_onana

professional_card:
expired

manager:
m._adibime_onana","africa_power_corporation_“apc”_sa

activity_status:
________________________________
in_activity

manager:
m._assako_ella_emmanuel_delphin","cabinet_2npg_immo_sarl

professional_card:
expired

manager:
m._nguetsop_ndogmo_pascalin_gaston",area,department,indicator,value,historical,n°_d'ordre,région,département,indicateur,valeur,historique,adamaoua,"agents_immobiliers:_
________________________________________total:_66___
________________________________________valide:_24___
________________________________________expiré:_42",formualire_de_connexion,utilisateur:,"agence_pour_la_promotion_fonciere_et_immobiliere_du_cameroun

activity_status:
________________________________
in_activity

manager:
m.aliou_moussa","etablissement_le_matinal

professional_card:
expired

manager:
midja_essogo","etablissement_walid

activity_status:
________________________________
in_activity

manager:
m._ibrahim_bouba","immobilier_régional_du_grand_nord_sarl_«imeno_sarl»

professional_card:
valid

activity_status:
____________________________________
in_activity

manager:
m._alhadji_halidou_bello","société_civile_immobilière_teddy

activity_status:
________________________________
in_activity

manager:
m.amadou_logone","ets_nguekap

professional_card:
expired

manager:
m._nguekap_emmanuel","«les_constructions,_distributions_et_immobilières»_cdim_sarl

activity_status:
________________________________
in_activity

manager:
mme_tanegong_yatabong_cabrelle","avenir_bâtiments_et_travaux_publics_«avenir_btp»_sarl

activity_status:
________________________________
in_activity

manager:
m._ahounang_aboudem_nestor",assainissement,00
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,EST,LOM ET DJEREM,"Indicateur ID4Bg : Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses avec dalle
                                    Indicateur ID4Bg : Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses avec dalle
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses avec dalle
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS","67,7 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,EST,LOM ET DJEREM,"Indicateur ID4Bh : Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses sans dalle/trou ouvert
                                    Indicateur ID4Bh : Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses sans dalle/trou ouvert
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Latrines à fosses sans dalle/trou ouvert
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",12 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,EST,LOM ET DJEREM,"Indicateur ID4Bi : Répartition (%) des ménages suivant le type de toilettes - Toilettes à compostage
                                    Indicateur ID4Bi : Répartition (%) des ménages suivant le type de toilettes - Toilettes à compostage
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Toilettes à compostage
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",0 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,EST,LOM ET DJEREM,"Indicateur ID4Bj : Répartition (%) des ménages suivant le type de toilettes - Seaux
                                    Indicateur ID4Bj : Répartition (%) des ménages suivant le type de toilettes - Seaux
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Seaux
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAs",0 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,EST,LOM ET DJEREM,"Indicateur ID4Bk : Répartition (%) des ménages suivant le type de toilettes - Toilettes/Latrines suspendues
                                    Indicateur ID4Bk : Répartition (%) des ménages suivant le type de toilettes - Toilettes/Latrines suspendues
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Toilettes/Latrines suspendues
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",0 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,EST,LOM ET DJEREM,"Indicateur ID4Bl : Répartition (%) des ménages suivant le type de toilettes - Pas de toilettes/brousse/champ
                                    Indicateur ID4Bl : Répartition (%) des ménages suivant le type de toilettes - Pas de toilettes/brousse/champ
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Pas de toilettes/brousse/champ
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",0 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeBERTOUA,Développement social et Élimination de la pauvreté,Santé,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,EST,LOM ET DJEREM,"Indicateur ID4Bm : Répartition (%) des ménages suivant le type de toilettes - Autre
                                    Indicateur ID4Bm : Répartition (%) des ménages suivant le type de toilettes - Autre
                                        %
                                        oui
                                        Répartition (%) des ménages suivant le type de toilettes - Autre
                                        Effet
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes,  Recensement
                                        INS
                                        RAS",0 %,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,LITTORAL,WOURI,"Indicateur OMD 5. Ratio emploi/population
                                    Indicateur OMD 5. Ratio emploi/population
                                        %
                                        oui
                                        Ratio emploi/population
                                        Impact
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes, D&eacute;pouillement, Rapports divers
                                        INS
                                        Ratio emploi/population","65,1 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,LITTORAL,WOURI,"Indicateur OMD 6. Proportion de la population occupée disposant de moins de 1 dollar PPA  par jour
                                    Indicateur OMD 6. Proportion de la population occupée disposant de moins de 1 dollar PPA  par jour
                                        %
                                        oui
                                        Proportion de la population occupée disposant de moins de 1 dollar PPA  par jour
                                        Impact
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes, D&eacute;pouillement, Rapports divers
                                        INS","3,3 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeDOUALA,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,LITTORAL,WOURI,"Indicateur OMD 7. Proportion de travailleurs indépendants et de travailleurs familiaux dans la population occupée
                                    Indicateur OMD 7. Proportion de travailleurs indépendants et de travailleurs familiaux dans la population occupée
                                        %
                                        oui
                                        Proportion de travailleurs indépendants et de travailleurs familiaux dans la population occupée
                                        Impact
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes, D&eacute;pouillement, Rapports divers
                                        INS","54,3 %",,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/rechercheavancee%3F%20%260%260%26,html_with_tables,market,Adamaoua,1.66,"bail, développement, eau, electricité, foncier, indicateur, indice, location, logement, loyer, marché, permis, population, prix, recensement, terre, titre, valeur, vente",,VILLEdeYAOUNDE,Développement social et Élimination de la pauvreté,Pauvreté,,INS,,,,,,,,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,CENTRE,MFOUNDI,"Indicateur OMD 5. Ratio emploi/population
                                    Indicateur OMD 5. Ratio emploi/population
                                        %
                                        oui
                                        Ratio emploi/population
                                        Impact
                                        Nationale, Urbaine
                                        5 ans Nat. 1 ans Urb
                                        Enqu&ecirc;tes, D&eacute;pouillement, Rapports divers
                                        INS
                                        Ratio emploi/population","61,3 %",,,,,,,,,,,,,,,
